KONNEXION COMERCIO INTERNACIONAL EIRELI		
RUA GAL HUMBERTO DE ALENCAR CASTELO BRANCO, 518			
SAO CAETANO DO SUL - BAIRRO SANTA MARIA 			
CEP 09560-380 - SAO PAULO - BRAZIL			
WWW.KONNEXION.BIZ			
Fone SAC: 11 4220.6098
Celular VIVO: 011 95779.4253 (WhatsApp)
E.mail:konnexion@terra.com.br
		
skype: konnexionintl			
			
			
IMPORTADOR E DISTRIBUIDOR DE DISCOS DE FRICÇÃO PARA TRANSMISSÃO ZF, DANA, CLARK HURTH, ALLISON, FUNK, TWIN DISC. 
DISCOS DE FREIOS PARA EIXOS ZF, DANA, KALMAR, MERITOR, AXLETECH, GRAZIANO, OMCI, KESSLER, CARRARO. 
DISCOS PARA REDUTORES DE VELOCIDADE REGIANNA RIDUTTORI. DISCOS PARA GUINDASTERS LIEBHERR, ORMIG, TEREX, XCMG.
DISCOS PARA COLHEITADEIRAS, TRATORES AGRÍCOLAS, RETROESCAVADEIRAS, PÁS CARREGADEIRAS, CAMINHÕES FORA DE ESTRADA, EMPILHADEIRAS.
DISCOS E PLACAS SEPARADORAS PARA VÁRIOS TIPO DE APLICAÇÃO: BOBCAT, CASE, CASE IH, CATERPILLAR, DOOSAN, DYNAPAC,  FIATALLIS, GENIE, HAULOTTE, 
HYNDAI, JCB 426ZX, JOHN DEERE, LIEBHERR, LIUGONG, LU NENG, LONKING, MANITOU,  MICHIGAN 75A, 125A, NEW HOLLAND, TORO, TAMROCK, VOLVO, WIRTGEN. 
DISCOS PARA EMPILHADEIRAS BAOLI, CLARK, DAEWOO, FELLER, FANTUZZI, GOOD SENSE, HANGCHA, HALLA, HELI, HYSTER, HYUNDAI,  JLG SKY JACK MANLIFT, KALMAR,
2225203				CAT						PAPER
2234311				CATERPILLAR					PAPER
2383309				CAT => trabalha com FM6715			STEEL
2384684				CATERPILLAR					BRONZE
2385291				CAT						PAPER
2399956				CAT						BRONZE
2501844				CAT 924G / 924H 				PAPER
2501844				CATERPILLAR					CARBON PA
2596836				CAT 12M, patrol 120H, 140M			PAPER
2633704				CAT						CARBON PA
2744553				CAT						STEEL
2849557				CAT 12M, patrol 120H, 140M			STEEL
3167320				CATERPILLAR					PAPER
3284374				CAT						PAPER
3284375				CAT						PAPER
3341032				CAT 966F					PAPER
3341032				CAT 966F 					CARBON PA
3341032				CATERPILLAR					COMPOSITE C7000
3341034				CAT - versao anterior 6Y2084			CARBON PA
3373942				CAT						CORK
3510925				CAT patrol 120H					PAPER
3570450				CAT						PAPER
021-5296			CAT						STEEL
021-6173			CAT						STEEL
069-5724			CAT						PAPER
090-9258			CAT						STEEL
097-1076			CAT						BRONZE
097-1077			CAT						BRONZE
097-2534			CAT						STEEL
097-2668			CAT						STEEL
097-2669			CAT						STEEL
097-2673			CAT						PAPER
097-3587			CAT						BRONZE
097-3826			CAT						STEEL
103-3348			CAT						PAPER
103-8580			CAT						PAPER
103-8585			CAT						STEEL
110-7723			CAT						STEEL
114-7273			CAT						STEEL
115-7261			CAT GP50K					PAPER
116-3936			CAT 773 					STEEL
126-7924			CAT 924F					PAPER
133-7234			CAT						BRONZE
163-9366			CAT 773 					STEEL
1P4110				CAT D6D-7T2336=>3892007=>5M6122			BRONZE
1S3739				CAT D6D-7T2336=>3892007=>5M6122			BRONZE
201-0737			CAT						CARBON PA
204-3091			CAT						END PLATE
230-4017			CAT						PAPER
238-4686			CATERPILLAR					STEEL
2B8955				CAT D4 - D5					STEEL
2G9909				CAT 12G						PAPER
2L1753				CAT (OEM)					BRONZE
2N2428				CAT						BRONZE
2P3719				CAT 930						PAPER
2Y5134				CAT						BRONZE
3470485C			CAT						BRONZE
3845966C			CAT						PAPER
3F5504				CAT						BRONZE
3F5504				CAT 955 TRAXCAVATOR - D4-D4D-D5			BRONZE
3F9073				CAT						STEEL
3L8440				CAT (OEM)					BRONZE
3P0337				CAT						STEEL
3P0805				CAT 930						PAPER
3S1168				CAT						STEEL
3T1407				CAT						PAPER
3T4026				CAT 962G / 120H					PAPER
3T6340				CAT						PAPER
3T9293				CAT						BRONZE
3T9960				CAT 962G / 120H					PAPER
3T9961				CAT 962G / 120H / 966R				PAPER
4K1333				CAT D4-D4E-TRATOR 941-955 TRAXCAVATOR		BRONZE
4M5863				CAT						BRONZE
4Q1246				CATERPILLAR					MOLYBDENUM
5D6327				CAT 988						STEEL
5D6329				CAT 988						PAPER
5M6122				CAT -  TRANSMISSAO 977K, 977L 			BRONZE
5S7830				CAT D8						BRONZE
5V0593				CAT						BRONZE
5W5737				CAT						STEEL
5W5743				CAT 						STEEL
5W5747				CAT						BRONZE
6G6500				CAT DAMPER 3512/B,3516/B,784C,785C,789B/C,793C 	CORTIÇA
6I8028				CAT 962G / 120H					PAPER
6I8029				CAT 962G / 120H					PAPER
6I8030				CATERPILLAR					COMPOSITE C7000
6I8030				CAT 966F					PAPER
6I8500				CAT						STEEL
6I8911				CAT 120H					PAPER
6L9719				CAT						STEEL
6L9720				CAT						BRONZE
6P3089				CAT 930						PAPER
6P7968				CAT						STEEL
6T0871				CAT						STEEL
6T5099				CAT						PAPER
6T6277				CAT						STEEL
6T6283				CAT						BRONZE
6T6481				CAT 						STEEL
6T7013				CAT						PAPER
6T7014				CAT 988						PAPER
6T7467				CAT						PAPER
6T8533				CAT						BRONZE
6T8533				CATERPILLAR					BRONZE
6T8686				CAT 930						PAPER
6T8687				CAT 930						PAPER
6T9194				CAT						STEEL
6T9456				CAT						STEEL
6Y1268				CAT						STEEL
6Y1300				CAT						PAPER
6Y1320				CAT						STEEL
6Y1697				CAT 930						PAPER
6Y2024				CAT						STEEL
6Y2027				CAT						PAPER
6Y2084				CAT 						PAPER
6Y2085				CAT 924F					PAPER
6Y2089				CATERPILLAR					COMPOSITE C7000
6Y2089				CAT 966F					PAPER
6Y5352				CAT 962G / 120H					PAPER
6Y5631				CAT						STEEL
6Y5632				CAT						STEEL
6Y5911				CAT						PAPER
6Y5912				CAT						PAPER
6Y5914				CAT 930						PAPER
6Y7857				CAT						PAPER
6Y7916				CAT 12G						PAPER
6Y7929				CAT						PAPER
6Y7933				CAT						PAPER
6Y7934				CAT 930T					PAPER
6Y7935				CAT 930T					PAPER
6Y7950				CAT						PAPER
6Y7955				CAT						PAPER
6Y7957				CAT						PAPER
6Y7965				CAT 930						PAPER
6Y7968				CAT						PAPER
6Y9354				CAT						STEEL
6Y9432				CAT						STEEL
7D3012				CAT 773 					STEEL
7D3014				CAT						PAPER
7D7504				CAT 988						STEEL
7D7671				CAT 773 					STEEL
7D8434				CATERPILLAR 12G, 140G				STEEL
7G0437				CAT 962G / 120H					STEEL
7G1968				CAT						STEEL
7G1969				CAT						STEEL
7G2828				CAT						STEEL
7G3129				CAT						PAPER
7G5377				CAT						STEEL
7G8542				CAT						PAPER
7M1385				CAT						BRONZE
7M5745				CAT						BRONZE
7M5760				CAT						BRONZE
7T2336				CAT D6D-7T2336=>3892007=>5M6122			BRONZE
7T2629				CAT						PAPER
7T3126				CAT						STEEL
7T3302				CAT						STEEL
7T3303				CAT						STEEL
7T3326				CAT						STEEL
7T3861				CAT						STEEL
7T5367				CAT						STEEL
7T5368				CAT						STEEL
7T6218				CAT						STEEL
7T7067				CAT 988						PAPER
7T7772				CAT 930						PAPER
7Y4292				CAT 325B - EQUIPTO ROSSANA 225			PAPER
7Y4293				CAT LN325B =KCI5519 = ROSSANA 225		STEEL
8C7448				CAT						TAN PAPER
8D2421				CAT 12G						PAPER
8D8794				CATERPILLAR 12E / 120B / 120H			STEEL
8D9718				CAT						STEEL
8D9719				CAT						PAPER
8E1459				CAT						STEEL
8E3980				CAT						STEEL
8E5556				CAT						STEEL
8E5707				CAT						END PLATE
8E6937				CAT						BRONZE
8E6938				CAT						STEEL
8E6961				CAT						GRAPHITE
8E8832				CAT						PAPER
8E9846				CAT 962G / 120H					STEEL
8I4482				CAT						END PLATE
8I4483				CAT						PAPER
8I4484				CAT						STEEL
8M5047				CAT						BRONZE
8M5070				CAT D8						BRONZE
8P1656				CAT						STEEL
8P2051				CAT						STEEL
8P8680				CAT						PAPER
8P8682				CAT 930						PAPER
8P9293				CAT 962G / 120H					PAPER
8P9294				CAT 962G / 120H					PAPER
8R9300				CAT						STEEL
8R9301				CAT						STEEL
8R9303				CAT						MOLYBDENUM
8S3522				CAT						STEEL
8U2375				CAT						STEEL
8U2376				CAT						PAPER
8U5988				CAT						BRONZE
8U9507				CATERPILLAR					STEEL
8U9509				CATERPILLAR					STEEL
8U9543				CAT						STEEL
8W0212				CAT 3512/B,3516/B,784C,785C,789B/C,793C		STEEL
9G1303				CAT						PAPER
9G8542				CAT						PAPER
9H9705				CAT						BRONZE
9P1861				CAT						PAPER
9P5254				CAT D6D-7T2336=>3892007=>5M6122			BRONZE
9P6903				CAT						STEEL
9R2476				CAT						STEEL
9R2477				CAT						BRONZE
9R9401				CAT						STEEL
9U9995				CAT 120H					STEEL
9W1735				CAT						PAPER
9W2697				CAT						PAPER
9W4954				CAT						TAN PAPER
9W7017				CAT						PAPER
9W7018				CAT 988						PAPER
9W8901				CAT						PAPER
9X0511				CAT						PAPER
11300				CHAMPION 					BRONZE
11299				CHAMPION - VOLVO G710/G720/G730/G740/G710B/G720B/G730B/G740B	STEEL
14742				CHAMPION					BRONZE
14743				CHAMPION					STEEL
14748				CHAMPION					BRONZE
28304				CHAMPION					STEEL
28305				CHAMPION					BRONZE
28310				CHAMPION					BRONZE
28311				CHAMPION					STEEL
37170				CHAMPION					PAPER
37171				CHAMPION					STEEL
37934				CHAMPION  - VOLVO G930				PAPER
37935				CHAMPION  - VOLVO G930				STEEL
41092				CHAMPION 					PAPER
41112				CHAMPION  - VOLVO G710				BRONZE
41113				CHAMPION  - VOLVO G710				STEEL
49987				CHAMPION 					STEEL
53950				CHAMPION  VOLVO G710/B-G720/B-G730B-G740/B-L70	BRONZE
53951				CHAMPION  - VOLVO G710				BRONZE
55272				CHAMPION  - VOLVO G710				STEEL
379488				CHELSEA						STEEL
379776				CHELSEA						STEEL
379489				CHELSEA - mesmo disco KCI5198			GREEN PA.
1201-0007			CHINA GEAR -LONKING-920 WECAN 			BRONZE
1201-0019			CHINA GEAR					STEEL
MB242-01-006			CHINA GEAR					STEEL
MB242-01-007			CHINA GEAR					BRONZE
ZL20-032103			CHINA GEAR 920 WECAN PÁ CARREG			STEEL
ZL20-032104			CHINA GEAR  					BRONZE
6000104638			CLAAS						STEEL
6000104639			CLAAS						BRONZE
031965.00			CLAAS						END PLATE
319589.0			CLAAS						END PLATE
319648.0			CLAAS						END PLATE
208772				CLARK / DANA = MICHIGAN 75 A2			BRONZE
208773				CLARK / DANA					STEEL
209669				CLARK - MICHIGAN 125A III			STEEL
209928				CLARK / DANA = MICHIGAN 75 A2			BRONZE
209929				CLARK / DANA = MICHIGAN 125A III		BRONZE
215178				CLARK / DANA					BRONZE
216050				CLARK / DANA					BRONZE
216677				CLARK / DANA = MICHIGAN 75 A2			BRONZE
217140				CLARK / DANA					STEEL
217162				CLARK / DANA					STEEL
217163				CLARK / DANA					BRONZE
217757				CLARK / DANA					BRONZE
219393				CLARK CFY4050 / DANA				STEEL
222171				CLARK / DANA					BRONZE
222173				CLARK / DANA					STEEL
222391				CLARK CFY4050					BRONZE
222605				CLARK CFY4050 / DANA				STEEL
224246				CLARK C-500 / DANA				STEEL
224772				CLARK / DANA					STEEL
227495				CLARK / DANA					BRONZE
228114				CLARK / DANA					BRONZE
230911				CLARK / DANA					BRONZE
232285				CLARK / DANA					STEEL
232316				CLARK / DANA					BRONZE
232394				CLARK / DANA					STEEL
232584				CLARK / DANA					BRONZE
232628				CLARK / DANA					GRAPHITE
232635				CLARK / DANA					STEEL
232780				CLARK / DANA					GRAPHITE
233166				CLARK / DANA					BRONZE
234109				CLARK / DANA					STEEL
234324				CLARK / DANA					END PLATE
234336				CLARK / DANA					BRONZE
236847				CLARK / DANA					END PLATE
236989				CLARK / DANA					BRONZE
237016				CLARK / DANA					BRONZE
238174				CLARK / DANA					STEEL
238313				CLARK / DANA					BRONZE
238609				CLARK / DANA					PAPER
242101				CLARK / DANA					BRONZE
242530				CLARK / DANA					BRONZE
243329				CLARK / DANA					GRAPHITE
243330				CLARK / DANA					STEEL
243691				CLARK / DANA					STEEL
244133				CLARK / DANA					STEEL
244134				CLARK / DANA					PAPER
244979				CLARK / DANA					GRAPHITE
244980				CLARK / DANA					STEEL
245238				CLARK CMP 15/18-CGP 30   			STEEL
245239				CLARK CGP30					PAPER
245268				CLARK CMP 15/18 DANA				END PLATE
245741				CLARK / DANA					PAPER
245935				CLARK / DANA					GRAPHITE
246744				CLARK CMP 15/18 / DANA				PAPER
247273				CLARK / DANA					STEEL
247274				CLARK / DANA					STEEL
251702				CLARK / DANA					GRAPHITE
802051				CLARK / DANA					PAPER
878373				CLARK / DANA - vide KCI5101			BRONZE
878374				CLARK / DANA					STEEL
887983				CLARK / DANA					BRONZE
887984				CLARK / DANA					STEEL
888027				CLARK / DANA - vide KCI5101			BRONZE
907566				CLARK / DANA					PAPER
907567				CLARK / DANA					STEEL
927618				CLARK  CMP40/CMP45 / DANA			STEEL
927619				CLARK CMP40/CMP45 / DANA			PAPER
927620				CLARK CMP40/CMP45 / DANA			STEEL
927707				CLARK CMP570L= OEM / DANA 			PAPER
927708				CLARK CMP570L= OEM / DANA 			STEEL
1239226				CLARK C70 / C80 / DANA				STEEL
1239227				CLARK  C70 / C80 / C70D 			PAPER
1241324				CLARK CMP45D - C45L9796 TRM-S40			PAPER
1241325				CLARK CMP45D					STEEL
2106605				CLARK / DANA					STEEL
2106606				CLARK / DANA					GRAPHITE
2108352				CLARK / DANA					GRAPHITE
2108427				CLARK / DANA					STEEL
2108428				CLARK / DANA (OEM)				GRAPHITE
2110852				CLARK / DANA					GRAPHITE
2110864				CLARK / DANA					STEEL
